CPV CODE,Omschrijving,Mapped GPP
15111000-9,Vlees van runderen,GPP: Food Catering services and vending machines
15111100-0,Rundvlees,GPP: Food Catering services and vending machines
15111200-1,Kalfsvlees,GPP: Food Catering services and vending machines
15112000-6,Pluimvee,GPP: Food Catering services and vending machines
15112100-7,Vers gevogelte,GPP: Food Catering services and vending machines
15112110-0,Ganzen,GPP: Food Catering services and vending machines
15112120-3,Kalkoenen,GPP: Food Catering services and vending machines
15112130-6,Kippen,GPP: Food Catering services and vending machines
15112140-9,Eenden,GPP: Food Catering services and vending machines
15112300-9,Levers van pluimvee,GPP: Food Catering services and vending machines
15112310-2,Foie gras,GPP: Food Catering services and vending machines
15113000-3,Varkensvlees,GPP: Food Catering services and vending machines
15114000-0,Slachtafval,GPP: Food Catering services and vending machines
15115000-7,Lams- en schapenvlees,GPP: Food Catering services and vending machines
15115100-8,Lamsvlees,GPP: Food Catering services and vending machines
15115200-9,Schapenvlees,GPP: Food Catering services and vending machines
15117000-1,Geitenvlees,GPP: Food Catering services and vending machines
15118000-8,"Paarden-, (muil)ezel- of muildiervlees",GPP: Food Catering services and vending machines
15118100-9,Paardenvlees,GPP: Food Catering services and vending machines
15118900-7,Vlees van (muil)ezels of muildieren,GPP: Food Catering services and vending machines
15119000-5,Divers vlees,GPP: Food Catering services and vending machines
15119100-6,Konijnenvlees,GPP: Food Catering services and vending machines
15119200-7,Hazenvlees,GPP: Food Catering services and vending machines
15119300-8,Wild,GPP: Food Catering services and vending machines
15119400-9,Kikkerbillen,GPP: Food Catering services and vending machines
15119500-0,Duiven,GPP: Food Catering services and vending machines
15119600-1,Visvlees,GPP: Food Catering services and vending machines
15130000-8,Vleesproducten,GPP: Food Catering services and vending machines
15131000-5,Vleesconserven en -producten,GPP: Food Catering services and vending machines
15131100-6,Worstvleesproducten,GPP: Food Catering services and vending machines
15131110-9,Worstvlees,GPP: Food Catering services and vending machines
15131120-2,Worstproducten,GPP: Food Catering services and vending machines
15131130-5,Worsten,GPP: Food Catering services and vending machines
15131134-3,Bloedworst en dergelijke,GPP: Food Catering services and vending machines
15131135-0,Pluimveeworsten,GPP: Food Catering services and vending machines
15131200-7,"Gedroogd, gepekeld, gerookt of gekruid vlees",GPP: Food Catering services and vending machines
15131210-0,Achterham,GPP: Food Catering services and vending machines
15131220-3,Bacon,GPP: Food Catering services and vending machines
15131230-6,Salami,GPP: Food Catering services and vending machines
15131300-8,Leverproducten,GPP: Food Catering services and vending machines
15131310-1,Pâté,GPP: Food Catering services and vending machines
15131320-4,Producten van ganzen- of eendenlever,GPP: Food Catering services and vending machines
15131400-9,Varkensproducten,GPP: Food Catering services and vending machines
15131410-2,Ham,GPP: Food Catering services and vending machines
15131420-5,Gehaktballen,GPP: Food Catering services and vending machines
15131490-6,Bereide varkensschotels,GPP: Food Catering services and vending machines
15131500-0,Pluimveeproducten,GPP: Food Catering services and vending machines
15131600-1,Rund- en kalfsvleesproducten,GPP: Food Catering services and vending machines
15131610-4,Gehaktballen van rundvlees,GPP: Food Catering services and vending machines
15131620-7,Gehakt rundvlees,GPP: Food Catering services and vending machines
15131640-3,Biefburgers,GPP: Food Catering services and vending machines
15131700-2,Vleesgerechten,GPP: Food Catering services and vending machines
15200000-0,Toebereide en geconserveerde vis,GPP: Food Catering services and vending machines
15210000-3,"Visfilets, vissenlevers, hom en kuit",GPP: Food Catering services and vending machines
15211000-0,Visfilets,GPP: Food Catering services and vending machines
15211100-1,Verse visfilets,GPP: Food Catering services and vending machines
15212000-7,Hom en kuit,GPP: Food Catering services and vending machines
15213000-4,Vissenlevers,GPP: Food Catering services and vending machines
15220000-6,"Ingevroren vis, visfilets en ander visvlees",GPP: Food Catering services and vending machines
15221000-3,Ingevroren vis,GPP: Food Catering services and vending machines
15229000-9,Ingevroren visproducten,GPP: Food Catering services and vending machines
15230000-9,Gedroogde of gezouten vis; gepekelde vis; gerookte vis,GPP: Food Catering services and vending machines
15231000-6,Gedroogde vis,GPP: Food Catering services and vending machines
15232000-3,Gezouten vis,GPP: Food Catering services and vending machines
15233000-0,Gepekelde vis,GPP: Food Catering services and vending machines
15234000-7,Gerookte vis,GPP: Food Catering services and vending machines
15235000-4,Geconserveerde vis,GPP: Food Catering services and vending machines
15240000-2,Ingeblikte en andere bereide of geconserveerde vis,GPP: Food Catering services and vending machines
15241000-9,Gepaneerde of ingeblikte vis,GPP: Food Catering services and vending machines
15131490-6,Bereide varkensschotels,GPP: Food Catering services and vending machines
15131500-0,Pluimveeproducten,GPP: Food Catering services and vending machines
15131600-1,Rund- en kalfsvleesproducten,GPP: Food Catering services and vending machines
15131610-4,Gehaktballen van rundvlees,GPP: Food Catering services and vending machines
15131620-7,Gehakt rundvlees,GPP: Food Catering services and vending machines
15131640-3,Biefburgers,GPP: Food Catering services and vending machines
15131700-2,Vleesgerechten,GPP: Food Catering services and vending machines
15200000-0,Toebereide en geconserveerde vis,GPP: Food Catering services and vending machines
15210000-3,"Visfilets, vissenlevers, hom en kuit",GPP: Food Catering services and vending machines
15211000-0,Visfilets,GPP: Food Catering services and vending machines
15211100-1,Verse visfilets,GPP: Food Catering services and vending machines
15212000-7,Hom en kuit,GPP: Food Catering services and vending machines
15213000-4,Vissenlevers,GPP: Food Catering services and vending machines
15220000-6,"Ingevroren vis, visfilets en ander visvlees",GPP: Food Catering services and vending machines
15221000-3,Ingevroren vis,GPP: Food Catering services and vending machines
15229000-9,Ingevroren visproducten,GPP: Food Catering services and vending machines
15230000-9,Gedroogde of gezouten vis; gepekelde vis; gerookte vis,GPP: Food Catering services and vending machines
15231000-6,Gedroogde vis,GPP: Food Catering services and vending machines
15232000-3,Gezouten vis,GPP: Food Catering services and vending machines
15233000-0,Gepekelde vis,GPP: Food Catering services and vending machines
15234000-7,Gerookte vis,GPP: Food Catering services and vending machines
15235000-4,Geconserveerde vis,GPP: Food Catering services and vending machines
15240000-2,Ingeblikte en andere bereide of geconserveerde vis,GPP: Food Catering services and vending machines
15241000-9,Gepaneerde of ingeblikte vis,GPP: Food Catering services and vending machines
15241100-0,Ingeblikte zalm,GPP: Food Catering services and vending machines
15312300-1,Aardappelchips,GPP: Food Catering services and vending machines
15312310-4,Aardappelchips met toegevoegde smaak,GPP: Food Catering services and vending machines
15312400-2,Aardappelsnacks,GPP: Food Catering services and vending machines
15312500-3,Aardappelkroketten,GPP: Food Catering services and vending machines
15313000-5,Verwerkte aardappelen,GPP: Food Catering services and vending machines
15320000-7,Vruchten- en groentensappen,GPP: Food Catering services and vending machines
15321000-4,Vruchtensappen,GPP: Food Catering services and vending machines
15321100-5,Sinaasappelsap,GPP: Food Catering services and vending machines
15321200-6,Grapefruitsap,GPP: Food Catering services and vending machines
15321300-7,Citroensap,GPP: Food Catering services and vending machines
15321400-8,Ananassap,GPP: Food Catering services and vending machines
15321500-9,Druivensap,GPP: Food Catering services and vending machines
15321600-0,Appelsap,GPP: Food Catering services and vending machines
15321700-1,Mixen van ongeconcentreerde sappen,GPP: Food Catering services and vending machines
15321800-2,Geconcentreerde sappen,GPP: Food Catering services and vending machines
15322000-1,Groentensappen,GPP: Food Catering services and vending machines
15322100-2,Tomatensap,GPP: Food Catering services and vending machines
15330000-0,Verwerkte groenten en fruit,GPP: Food Catering services and vending machines
15331000-7,Verwerkte groenten,GPP: Food Catering services and vending machines
15331100-8,Verse of ingevroren groenten,GPP: Food Catering services and vending machines
15331110-1,Verwerkte wortelgewassen,GPP: Food Catering services and vending machines
15331120-4,Verwerkte knolgewassen,GPP: Food Catering services and vending machines
15331130-7,"Bonen, erwten, paprika's, tomaten en andere groenten",GPP: Food Catering services and vending machines
15331131-4,Verwerkte bonen,GPP: Food Catering services and vending machines
15331132-1,Verwerkte erwten,GPP: Food Catering services and vending machines
15331133-8,Spliterwten,GPP: Food Catering services and vending machines
15331134-5,Verwerkte tomaten,GPP: Food Catering services and vending machines
15331135-2,Verwerkte paddestoelen,GPP: Food Catering services and vending machines
15331136-9,Verwerkte paprika's,GPP: Food Catering services and vending machines
15331137-6,Taugé,GPP: Food Catering services and vending machines
15331138-3,Truffels,GPP: Food Catering services and vending machines
15331140-0,Bladgroenten en koolgewassen,GPP: Food Catering services and vending machines
15331142-4,Verwerkte kool,GPP: Food Catering services and vending machines
15331150-3,Verwerkte peulvruchten,GPP: Food Catering services and vending machines
15331170-9,Ingevroren groenten,GPP: Food Catering services and vending machines
15331400-1,Geconserveerde en/of ingeblikte groenten,GPP: Food Catering services and vending machines
15331410-4,Bonen in tomatensaus,GPP: Food Catering services and vending machines
15331411-1,Witte bonen in tomatensaus,GPP: Food Catering services and vending machines
15331420-7,Geconserveerde tomaten,GPP: Food Catering services and vending machines
15331423-8,Ingeblikte tomaten,GPP: Food Catering services and vending machines
15331425-2,Tomatenpuree,GPP: Food Catering services and vending machines
15331427-6,Geconcentreerde tomatenpuree,GPP: Food Catering services and vending machines
15331428-3,Tomatensaus,GPP: Food Catering services and vending machines
15331430-0,Ingeblikte champignons,GPP: Food Catering services and vending machines
15331450-6,Verwerkte olijven,GPP: Food Catering services and vending machines
15331460-9,Ingeblikte groenten,GPP: Food Catering services and vending machines
15331461-6,Ingeblikte zuurkool,GPP: Food Catering services and vending machines
15331462-3,Ingeblikte erwten,GPP: Food Catering services and vending machines
15331463-0,Ingeblikte gedopte bonen,GPP: Food Catering services and vending machines
15331464-7,Ingeblikte hele bonen,GPP: Food Catering services and vending machines
15331465-4,Ingeblikte asperges,GPP: Food Catering services and vending machines
15331466-1,Ingeblikte olijven,GPP: Food Catering services and vending machines
15331470-2,Suikermaïs,GPP: Food Catering services and vending machines
15331480-5,Tijdelijk geconserveerde groenten,GPP: Food Catering services and vending machines
15331500-2,In azijn geconserveerde groenten,GPP: Food Catering services and vending machines
15332000-4,Verwerkte vruchten en noten,GPP: Food Catering services and vending machines
15332100-5,Verwerkte vruchten,GPP: Food Catering services and vending machines
15332140-7,Verwerkte appelen,GPP: Food Catering services and vending machines
15332150-0,Verwerkte peren,GPP: Food Catering services and vending machines
15332160-3,Verwerkte bananen,GPP: Food Catering services and vending machines
15332170-6,Rabarber,GPP: Food Catering services and vending machines
15332180-9,Meloenen,GPP: Food Catering services and vending machines
15332200-6,Jams en marmelades; vruchtengelei; vruchten- of notenmoes en -pasta,GPP: Food Catering services and vending machines
15332230-5,Marmelades,GPP: Food Catering services and vending machines
15332231-2,Sinaasappelmarmelade,GPP: Food Catering services and vending machines
15332232-9,Citroenmarmelade,GPP: Food Catering services and vending machines
15332240-8,Vruchtengelei,GPP: Food Catering services and vending machines
15332250-1,Vruchtenpasta's,GPP: Food Catering services and vending machines
15332260-4,Notenpasta's,GPP: Food Catering services and vending machines
15332261-1,Pindakaas,GPP: Food Catering services and vending machines
15332270-7,Vruchtenmoes,GPP: Food Catering services and vending machines
15332290-3,Jam,GPP: Food Catering services and vending machines
15332291-0,Abrikozenjam,GPP: Food Catering services and vending machines
15332292-7,Bramenjam,GPP: Food Catering services and vending machines
15332293-4,Zwartebessenjam,GPP: Food Catering services and vending machines
15332294-1,Kersenjam,GPP: Food Catering services and vending machines
15332295-8,Frambozenjam,GPP: Food Catering services and vending machines
15332296-5,Aardbeienjam,GPP: Food Catering services and vending machines
15332300-7,Verwerkte noten,GPP: Food Catering services and vending machines
15332310-0,Geroosterde of gezouten noten,GPP: Food Catering services and vending machines
15332400-8,Geconserveerde vruchten,GPP: Food Catering services and vending machines
15332410-1,Gedroogde vruchten,GPP: Food Catering services and vending machines
15332411-8,Behandelde krenten,GPP: Food Catering services and vending machines
15332412-5,Verwerkte druiven,GPP: Food Catering services and vending machines
15332419-4,Sultanarozijnen,GPP: Food Catering services and vending machines
15333000-1,Plantaardige bijproducten,GPP: Food Catering services and vending machines
15400000-2,Dierlijke of plantaardige oliën en vetten,GPP: Food Catering services and vending machines
