CPV Code,Omschrijving,GPP Module(s),Qualifier
09133000-0,Vloeibaar petroleumgas (lpg),Wegvervoer,Let op: alleen van toepassing indien ingekocht als brandstof voor voertuigen of vervoersdiensten.
09134000-7,Gasolie,Wegvervoer,Let op: alleen van toepassing indien ingekocht als brandstof voor voertuigen of vervoersdiensten.
09134100-8,Dieselolie,Wegvervoer,Let op: alleen van toepassing indien ingekocht als brandstof voor voertuigen of vervoersdiensten.
09134200-9,Dieselbrandstof,Wegvervoer,Let op: alleen van toepassing indien ingekocht als brandstof voor voertuigen of vervoersdiensten.
09134210-2,"Dieselbrandstof (0,2)",Wegvervoer,Let op: alleen van toepassing indien ingekocht als brandstof voor voertuigen of vervoersdiensten.
09134220-5,Dieselbrandstof (EN 590),Wegvervoer,Let op: alleen van toepassing indien ingekocht als brandstof voor voertuigen of vervoersdiensten.
09134230-8,Biodiesel,Wegvervoer,Let op: alleen van toepassing indien ingekocht als brandstof voor voertuigen of vervoersdiensten.
09134231-5,Biodiesel (B20),Wegvervoer,Let op: alleen van toepassing indien ingekocht als brandstof voor voertuigen of vervoersdiensten.
09134232-2,Biodiesel (B100),Wegvervoer,Let op: alleen van toepassing indien ingekocht als brandstof voor voertuigen of vervoersdiensten.
09300000-2,"Electriciteit, verwarming, zonne- en kernenergie",Elektriciteit,Let op: alleen van toepassing indien ingekocht als elektriciteit.
09310000-5,Elektriciteit,Elektriciteit,
09330000-1,Zonne-energie,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien ingekocht als onderdeel van ontwerp, bouw of renovatie van een kantoorgebouw."
09331000-8,Zonnepanelen,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien ingekocht als onderdeel van ontwerp, bouw of renovatie van een kantoorgebouw."
09331100-9,Zonnecollectoren voor verwarmingsdoeleinden,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien ingekocht als onderdeel van ontwerp, bouw of renovatie van een kantoorgebouw."
09331200-0,Fotovoltaïsche zonnecellen,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien ingekocht als onderdeel van ontwerp, bouw of renovatie van een kantoorgebouw."
09332000-5,Zonne-energie-installatie,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien ingekocht als onderdeel van ontwerp, bouw of renovatie van een kantoorgebouw."
15000000-8,"Voeding, dranken, tabak en aanverwante producten","Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien ingekocht voor menselijke consumptie.
15100000-9,"Dierlijke producten, vlees en vleesproducten","Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien ingekocht voor menselijke consumptie.
15110000-2,Vlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15111000-9,Vlees van runderen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15111100-0,Rundvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15111200-1,Kalfsvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15112000-6,Pluimvee,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15112100-7,Vers gevogelte,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15112110-0,Ganzen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15112120-3,Kalkoenen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15112130-6,Kippen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15112140-9,Eenden,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15112300-9,Levers van pluimvee,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15112310-2,Foie gras,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15113000-3,Varkensvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15114000-0,Slachtafval,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien ingekocht voor menselijke consumptie.
15115000-7,Lams- en schapenvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15115100-8,Lamsvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15115200-9,Schapenvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15117000-1,Geitenvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15118000-8,"Paarden-, (muil)ezel- of muildiervlees","Levensmiddelen, cateringdiensten en verkoopautomaten",
15118100-9,Paardenvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15118900-7,Vlees van (muil)ezels of muildieren,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15119000-5,Divers vlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15119100-6,Konijnenvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15119200-7,Hazenvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15119300-8,Wild,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15119400-9,Kikkerbillen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15119500-0,Duiven,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15119600-1,Visvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15130000-8,Vleesproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131000-5,Vleesconserven en -producten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131100-6,Worstvleesproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131110-9,Worstvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131120-2,Worstproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131130-5,Worsten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131134-3,Bloedworst en dergelijke,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131135-0,Pluimveeworsten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131200-7,"Gedroogd, gepekeld, gerookt of gekruid vlees","Levensmiddelen, cateringdiensten en verkoopautomaten",
15131210-0,Achterham,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131220-3,Bacon,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131230-6,Salami,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131300-8,Leverproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131310-1,Pâté,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131320-4,Producten van ganzen- of eendenlever,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131400-9,Varkensproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131410-2,Ham,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131420-5,Gehaktballen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131490-6,Bereide varkensschotels,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131500-0,Pluimveeproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131600-1,Rund- en kalfsvleesproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131610-4,Gehaktballen van rundvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131620-7,Gehakt rundvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131640-3,Biefburgers,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131700-2,Vleesgerechten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15200000-0,Toebereide en geconserveerde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15210000-3,"Visfilets, vissenlevers, hom en kuit","Levensmiddelen, cateringdiensten en verkoopautomaten",
15211000-0,Visfilets,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15211100-1,Verse visfilets,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15212000-7,Hom en kuit,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15213000-4,Vissenlevers,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15220000-6,"Ingevroren vis, visfilets en ander visvlees","Levensmiddelen, cateringdiensten en verkoopautomaten",
15221000-3,Ingevroren vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15229000-9,Ingevroren visproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15230000-9,Gedroogde of gezouten vis; gepekelde vis; gerookte vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15231000-6,Gedroogde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15232000-3,Gezouten vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15233000-0,Gepekelde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15234000-7,Gerookte vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15235000-4,Geconserveerde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15240000-2,Ingeblikte en andere bereide of geconserveerde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15241000-9,Gepaneerde of ingeblikte vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131490-6,Bereide varkensschotels,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131500-0,Pluimveeproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131600-1,Rund- en kalfsvleesproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131610-4,Gehaktballen van rundvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131620-7,Gehakt rundvlees,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131640-3,Biefburgers,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15131700-2,Vleesgerechten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15200000-0,Toebereide en geconserveerde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15210000-3,"Visfilets, vissenlevers, hom en kuit","Levensmiddelen, cateringdiensten en verkoopautomaten",
15211000-0,Visfilets,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15211100-1,Verse visfilets,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15212000-7,Hom en kuit,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15213000-4,Vissenlevers,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15220000-6,"Ingevroren vis, visfilets en ander visvlees","Levensmiddelen, cateringdiensten en verkoopautomaten",
15221000-3,Ingevroren vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15229000-9,Ingevroren visproducten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15230000-9,Gedroogde of gezouten vis; gepekelde vis; gerookte vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15231000-6,Gedroogde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15232000-3,Gezouten vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15233000-0,Gepekelde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15234000-7,Gerookte vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15235000-4,Geconserveerde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15240000-2,Ingeblikte en andere bereide of geconserveerde vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15241000-9,Gepaneerde of ingeblikte vis,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15241100-0,Ingeblikte zalm,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15312300-1,Aardappelchips,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15312310-4,Aardappelchips met toegevoegde smaak,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15312400-2,Aardappelsnacks,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15312500-3,Aardappelkroketten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15313000-5,Verwerkte aardappelen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15320000-7,Vruchten- en groentensappen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15321000-4,Vruchtensappen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15321100-5,Sinaasappelsap,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15321200-6,Grapefruitsap,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15321300-7,Citroensap,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15321400-8,Ananassap,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15321500-9,Druivensap,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15321600-0,Appelsap,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15321700-1,Mixen van ongeconcentreerde sappen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15321800-2,Geconcentreerde sappen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15322000-1,Groentensappen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15322100-2,Tomatensap,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15330000-0,Verwerkte groenten en fruit,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331000-7,Verwerkte groenten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331100-8,Verse of ingevroren groenten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331110-1,Verwerkte wortelgewassen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331120-4,Verwerkte knolgewassen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331130-7,"Bonen, erwten, paprika's, tomaten en andere groenten","Levensmiddelen, cateringdiensten en verkoopautomaten",
15331131-4,Verwerkte bonen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331132-1,Verwerkte erwten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331133-8,Spliterwten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331134-5,Verwerkte tomaten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331135-2,Verwerkte paddestoelen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331136-9,Verwerkte paprika's,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331137-6,Taugé,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331138-3,Truffels,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331140-0,Bladgroenten en koolgewassen,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331142-4,Verwerkte kool,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331150-3,Verwerkte peulvruchten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331170-9,Ingevroren groenten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331400-1,Geconserveerde en/of ingeblikte groenten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331410-4,Bonen in tomatensaus,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331411-1,Witte bonen in tomatensaus,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331420-7,Geconserveerde tomaten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331423-8,Ingeblikte tomaten,"Levensmiddelen, cateringdiensten en verkoopautomaten",
15331425-2,Tomatenpuree,"Levensmiddelen, cateringdiensten en verkoopautomaten",
